id,nombre
1,REGIÓN I - TANTOYUCA
2,REGIÓN II - TUXPAN
3,REGIÓN III - POZA RICA
4,REGIÓN IV - MARTÍNEZ DE LA TORRE
5,REGIÓN V - XALAPA
6,REGIÓN VI - VERACRUZ
7,REGIÓN VII - CORDOBA
8,REGIÓN VIII - ORIZABA
9,REGIÓN IX - COSAMALOAPAN
10,REGIÓN X - SAN ANDRES TUXTLA
11,REGIÓN XI - MINATITLÁN
