id,region_id,nivel_id,tipo,numero,clave,estatus,nomenclatura_id,sede,direccion,cp,ciudad,estado,fecha_inicio,fecha_fin
2,1,36,ACTIVO,59,D-II-59,ACTIVA,2,PANUCO,VENUSTIANO CARRANZA,93990,PÁNUCO,VERACRUZ,08/02/2023,08/02/2025
3,2,19,ACTIVO,13,D-III-13,ACTIVA,3,TUXPAN,CUAUHTEMOC 56 COLONIA DEL VALLE,92860,TUXPAN,VERACRUZ,10/02/2023,10/02/2026
4,2,39,ACTIVO,20,D-II-20,ACTIVA,2,TUXPAN,AV. CUAUHTEMOC NUM. 57 COLONIA DEL VALLE,92,TUXPAN,VERACRUZ,14/02/2023,14/02/2026
5,4,35,ACTIVO,77,D-I-77,ACTIVA,1,JUCHIQUE DE FERRER,MIGUEL HIDALGO,91440,JUCHIQUE DE FERRER,VERACRUZ,10/02/2023,10/02/2026
6,2,35,ACTIVO,94,D-I-94,ACTIVA,1,TAMIAHUA,AV. MIGUEL HIDALGO NO. 45 ZONA SUR,92560,TAMIAHUA,VERACRUZ,13/02/2023,13/02/2026
7,6,35,ACTIVO,8,D-I-08,ACTIVA,1,CARDEL,ENRIQUE C. RÉBSAMEN #55 COL. MAGISTERIAL,91653,JOSÉ CARDEL,VERACRUZ,07/02/2023,07/02/2026
8,2,35,ACTIVO,9,D-I-09,ACTIVA,1,CERRO AZUL,CARRETERA CERRO AZUL LOC. LA MORA,92540,CERRO AZUL,VERACRUZ,10/02/2023,10/02/2026
9,2,39,ACTIVO,22,D-II-22,ACTIVA,2,NARANJOS,CALLE CHONTLA  S/N. FRACCIONAMIENTO NUEVO NARANJOS,92310,NARANJOS AMATLÁN,VERACRUZ,14/02/2023,14/02/2026
10,7,39,ACTIVO,31,D-II-31,ACTIVA,2,COSCOMATEPEC,PRIVADA 2 NORTE SN,94470,FORTÍN,VERACRUZ,15/02/2023,15/02/2026
11,1,39,ACTIVO,35,D-II-35,ACTIVA,2,TANTOYUCA,"AV. REVOLUCIÓN S/N, COL. 10 DE MAYO",92122,TANTOYUCA,VERACRUZ,17/02/2023,17/02/2026
12,2,22,ACTIVO,53,D-II-53,ACTIVA,2,TUXPAN,"CUAUHTEMOC  #56, COL DEL VALLE",92800,TUXPAN,VERACRUZ,14/02/2023,14/02/2026
13,2,35,ACTIVO,57,D-I-57,ACTIVA,1,TUXPAN,AV. CUAUHTEMOC NO. 56 COL. DEL VALLE,92870,TUXPAN,VERACRUZ,10/02/2023,10/02/2026
14,2,35,ACTIVO,35,D-I-35,ACTIVA,1,NARANJOS,"CHONTLA S/N FRACCIONAMIENTO NUEVO NARANJOS, NARANJOS.",92310,NARANJOS AMATLÁN,VERACRUZ,10/02/2023,10/02/2026
15,2,35,ACTIVO,19,D-I-19,ACTIVA,1,CHONTLA,CALLE LIBERTAD S/N,92200,CHONTLA,VERACRUZ,15/02/2023,15/02/2026
16,2,35,ACTIVO,38,D-I-38,ACTIVA,1,OZULUAMA,"PASEO DEL VICHÍN S/N, ZONA CENTRO",92080,OZULUAMA,VERACRUZ,13/02/2023,13/02/2026
17,1,35,ACTIVO,71,D-I-71,ACTIVA,1,BENITO JUAREZ,"CALLE HIDALGO S/N, COL. CENTRO",92661,BENITO JUAREZ,VERACRUZ,15/02/2023,15/02/2026
18,2,34,ACTIVO,80,D-I-80,ACTIVA,1,TUXPAN,"AV. CUAUHTEMOC 57, COLONIA DEL VALLE",92875,TUXPAN,VERACRUZ,13/02/2023,13/02/2026
19,1,39,ACTIVO,50,D-II-50,ACTIVA,2,TEMPOAL,REPSAMEN # 4 COLONIA LA COBACHA,92065,TEMPOAL,VERACRUZ,17/02/2023,17/02/2025
20,4,39,ACTIVO,34,D-II-34,ACTIVA,2,MISANTLA,"C. DEL  POCITO S/N, ESQ. MANUEL RIVERA COL. 20 DE NOVIEMBRE",93821,MISANTLA,VERACRUZ,13/02/2023,13/02/2026
21,5,34,ACTIVO,60,D-I-60,ACTIVA,1,XALAPA,XANATI 72 MARCO ANTONIO MUÑOZ,91916,XALAPA,VERACRUZ,17/02/2023,17/02/2026
22,6,35,ACTIVO,43,D-I-43,ACTIVA,1,PIEDRAS NEGRAS,"COL. CENTRO PIEDRAS NEGRAS, TLALIXCOYAN.",95226,PIEDRAS NEGRAS,VERACRUZ,09/02/2023,09/02/2026
23,4,35,ACTIVO,93,D-I-93,ACTIVA,1,VEGA DE LA TORRE,IGNACIO ZARAGOZA 206 COLONIA CENTRO,93960,VEGA DE ALATORRE,VERACRUZ,10/02/2023,10/02/2026
24,4,19,ACTIVO,15,D-III-15,ACTIVA,3,MARTINEZ DE LA TORRE,RIVERA DEL RIO NO. 103 COLONIA EL MIRADOR,93600,MARTINEZ DE LA TORRE,VERACRUZ,13/02/2023,13/02/2026
25,9,37,ACTIVO,12,D-II-12,ACTIVA,2,TLACOTALPAN,PROLONGACIÓN JOSÉ MARÍA IGLESIAS S/N  COL. SAHOP,95460,TLACOTALPAN,VERACRUZ,09/02/2023,09/02/2026
26,4,35,ACTIVO,74,D-I-74,ACTIVA,1,TLAPACOYAN,PROLONGACIÓN ABASOLO S/N COL. MANUEL ALBERTO FERRER,93650,TLAPACOYAN,VERACRUZ,13/02/2023,12/02/2026
27,4,39,ACTIVO,32,D-II-32,ACTIVA,2,MARTINEZ DE LA TORRE,"RIBERA RÍO BOBOS NO. 103, COL. MIRADOR",93607,MARTÍNEZ DE LA TORRE,VERACRUZ,13/02/2023,13/02/2026
28,4,40,ACTIVO,42,D-II-42,ACTIVA,2,MARTINEZ DE LA TORRE,"EDIFICIO SINDICAL SITIO RIO BOBOS #109, COL. EL MIRADOR",93600,MARTÍNEZ DE LA TORRE,VERACRUZ,13/02/2023,13/02/2026
29,1,40,ACTIVO,37,D-II-37,ACTIVA,2,TANTOYUCA,EDIFICIO SINDICAL AV.REVOLUCIÓN S/N COLONIA 10 DE MAYO,92100,TANTOYUCA,VERACRUZ,07/02/2023,06/02/2026
30,4,39,ACTIVO,48,D-II-48,ACTIVA,2,SAN RAFAEL,DOMICILIO CONOCIDO. COLONIA CENTRO,93620,SAN RAFAEL,VERACRUZ,10/02/2023,10/02/2026
31,4,35,ACTIVO,30,D-I-30,ACTIVA,1,MARTINEZ DE LA TORRE,RIVERA DEL RIÓ #103 COL. MIRADOR,93600,MARTINEZ DE LA TORRE,VERACRUZ,10/02/2023,10/02/2026
32,4,35,ACTIVO,33,D-I-33,ACTIVA,1,MISANTLA,CALLE POSITO S/N COL. 20 DE NOVIEMBRE,93821,MISANTLA,VERACRUZ,10/02/2023,10/02/2026
33,9,6,ACTIVO,14,D-II-14,ACTIVA,2,ALVARADO,PARQUE 15 DE OCTUBRE,95270,ALVARADO,VERACRUZ,11/02/2023,11/02/2026
34,6,35,ACTIVO,58,D-I-58,ACTIVA,1,VERACRUZ,MIGUEL HIDALGO 515 COL. CENTRO,91700,VERACRUZ,VERACRUZ,15/02/2023,15/02/2026
35,6,19,ACTIVO,18,D-III-18,ACTIVA,3,CARDEL,AVENIDA ROBLES 37 COL GRAL. VICENTE GUERRERO,91680,CARDEL,VERACRUZ,09/02/2023,09/02/2026
36,9,34,ACTIVO,79,D-I-79,ACTIVA,1,ALVARADO,PARQUE 15 DE OCTUBRE S/N CENTRO,95270,ALVARADO,VERACRUZ,08/02/2023,08/02/2026
37,7,35,ACTIVO,23,D-I-23,ACTIVA,1,HUATUSCO,CALLE 11 SUR S/N ENTRE AV 7 Y 9,94100,HUATUSCO DE CHICUELLAR,VERACRUZ,07/02/2023,07/02/2026
38,5,39,ACTIVO,58,D-II-58,ACTIVA,2,XALAPA,,0,XALAPA,VERACRUZ,13/02/2023,13/04/2026
39,7,27,ACTIVO,66,D-I-66,ACTIVA,1,CORDOBA,FRACCIONAMIENTO VISTA HERMOSA  AV NARDO #3520  ENTRE CALLES TULIPÁN Y JAZMÍN,94677,CÓRDOBA,VERACRUZ,13/02/2023,13/02/2026
40,4,34,ACTIVO,88,D-I-88,ACTIVA,1,MARTINEZ DE LA TORRE,RIVERA DEL RIO  NO.103 EL MIRADOR,93600,MARTINEZ DE LA TORRE,VERACRUZ,10/02/2023,10/02/2026
41,8,34,ACTIVO,78,D-I-78,ACTIVA,1,ORIZABA,SUR 6 331,94370,ORIZABA,VERACRUZ,10/02/2023,10/02/2026
42,10,35,ACTIVO,48,D-I-48,ACTIVA,1,SAN ANDRES TUXTLA,ARTIGAS 287,95700,SAN ANDRÉS TUXTLA,VERACRUZ,10/02/2023,06/02/2026
43,7,35,ACTIVO,36,D-I-36,ACTIVA,1,OMEALCA,CALLE JOSE MARIA MORELOS,94900,OMEALCA,VERACRUZ,09/02/2023,09/02/2026
44,7,30,ACTIVO,14,D-I-14,ACTIVA,1,CORDOBA,"CALLE 21, ENTRE AVENIDA 11 Y 9 COLONIA HUILANGO",94640,CÓRDOBA,VERACRUZ,08/02/2023,08/02/2026
45,10,35,ACTIVO,25,D-I-25,ACTIVA,1,ISLA,NARCISO MENDOZA SUR 117 COL. MARIANO AGUIRRE USCANGA,95645,ISLA,VERACRUZ,13/02/2023,17/02/2023
46,9,32,ACTIVO,29,D-II-29,ACTIVA,2,TLACOTALPAN,PROLONGACIÓN VENUSTIANO CARRANZA S/N,95460,TLACOTALPAN,VERACRUZ,09/02/2023,09/02/2026
47,10,39,ACTIVO,16,D-II-16,ACTIVA,2,SAN ANDRES TUXTLA,"CALLE DR.  ARTIGAS # 297, COLONIA CENTRO",95700,SAN ANDRÉS TUXTLA,VERACRUZ,10/02/2023,10/02/2026
48,5,38,ACTIVO,84,D-I-84,ACTIVA,1,XALAPA,SEASTIAN CAMACHO 59,91000,XALAPA,VERACRUZ,13/02/2023,13/02/2026
49,10,35,ACTIVO,45,D-I-45,ACTIVA,1,PLAYA VICENTE,JUAN DE LA LUZ ENRIQUEZ S/N. COL. LAS PALMAS,95600,PLAYA VICENTE,VERACRUZ,13/02/2023,13/02/2026
50,10,39,ACTIVO,28,D-II-28,ACTIVA,2,ISLA,C. LUIS DONALDO COLOSIO,95674,EL BLANCO,VERACRUZ,13/02/2023,13/02/2026
51,9,37,ACTIVO,10,D-II-10,ACTIVA,2,ALVARADO,NETZAHULCOYOTL,95270,ALVARADO,VERACRUZ,07/02/2023,07/02/2026
52,9,34,ACTIVO,63,D-I-63,ACTIVA,1,COSAMALOAPAN,NICOLAS BRAVO S/N,95390,COSAMALOAPAN,VERACRUZ,08/02/2023,08/02/2026
53,10,35,ACTIVO,29,D-I-29,ACTIVA,1,LERDO DE TEJADA,"GUADALUPE VICTORIA #12, COL. CENTRO",95280,LERDO DE TEJADA,VERACRUZ,13/02/2023,13/02/2026
54,10,34,ACTIVO,89,D-I-89,ACTIVA,1,ISLA,GUADALUPE VICTORIA S/N,95640,ISLA,VERACRUZ,13/02/2023,13/02/2026
55,10,39,ACTIVO,51,D-II-51,ACTIVA,2,SANTIAGO TUXTLA,"CALLE 25 DE OCTUBRE S/N, BARRIO SUR",95841,ANGEL R. CABADA,VERACRUZ,10/02/2023,10/02/2026
56,10,35,ACTIVO,68,D-I-68,ACTIVA,1,SANTIAGO TUXTLA,MAGDA MORENO DE CARVAJAL COL. BARRIO BUENA VISTA,95830,SANTIAGO TUXTLA,VERACRUZ,10/02/2023,10/02/2026
57,8,35,ACTIVO,27,D-I-37,ACTIVA,1,IXTACZOQUITLAN,"NORTE 2, EDIFICIO PARROQUIA 2° PISO DEPT. 4, COL. CENTRO",94300,ORIZABA,VERACRUZ,09/02/2023,09/02/2026
58,5,1,ACTIVO,4,D-III-04,ACTIVA,3,XALAPA,MANUEL DE BOZA 38,91030,DEL MAESTRO,VERACRUZ,09/02/2023,09/02/2026
59,5,39,ACTIVO,21,D-II-21,ACTIVA,2,XALAPA,"GOBERNADOR EMPARAN NO. 55 ESQUINA PRIMAVERA, COLONIA TATAHUICAPAN",91060,XALAPA,VERACRUZ,15/02/2023,15/02/2026
60,7,24,ACTIVO,9,D-II-09,ACTIVA,2,CORDOBA,AVENIDA 11 NO. 2800 COLONIA LOS MAESTROS,94550,CÓRDOBA,VERACRUZ,07/02/2023,07/02/2023
61,5,39,ACTIVO,46,D-II-46,ACTIVA,2,XALAPA,CALLE JOSÉ EMPARAN  NO. 55 ESQUINA CALLLE PRIMAVERA,91060,XALAPA,VERACRUZ,07/02/2023,06/02/2026
62,10,34,ACTIVO,41,D-I-41,ACTIVA,1,SAN ANDRES TUXTLA,CALLE DOCTOR RAFAEL ARTIGAS  NO 297. COLONIA CENTRO.,95710,SAN ANDRÉS TUXTLA,VERACRUZ,10/02/2023,10/02/2026
63,8,35,ACTIVO,65,D-I-65,ACTIVA,1,ZONGOLICA,"ZONGOLICA,VER",95000,ZONGOLICA,VERACRUZ,10/02/2023,10/02/2026
64,8,35,ACTIVO,55,D-I-55,ACTIVA,1,SAN JUAN TEXHUACAN,SAN JUAN TEXHUACAN,95070,TEXHUACAN,VERACRUZ,13/02/2023,13/02/2026
65,8,35,ACTIVO,10,D-I-10,ACTIVA,1,CIUDAD MENDOZA,IGNACIO ZARAGOZA   NO.7      ENTRE MARTIRES DE CHICAGO Y RAFAEL DELGADO    COL. AGUILA,94740,MENDOZA,VERACRUZ,10/02/2023,10/02/2026
66,8,35,ACTIVO,54,D-I-54,ACTIVA,1,TEQUILA,AV. INSURGENTES S/N COL. CENTRO,94840,TEQUILA,VERACRUZ,13/02/2023,13/02/2026
67,5,31,ACTIVO,1,D-III-01,ACTIVA,3,XALAPA,"CALLE XANATI 8, COL ELECTRICISTAS",91060,XALAPA,VERACRUZ,09/02/2023,09/02/2026
68,7,19,ACTIVO,11,D-III-11,ACTIVA,3,CORDOBA,AV. LOS PINOS #62A SHANGRILA SANTA LETICIA,94470,FORTIN DE LAS FLORES,VERACRUZ,07/02/2023,07/02/2027
69,5,35,ACTIVO,5,D-I-05,ACTIVA,1,ALTOTONGA,"PROLONGACION DE ALLENDE NO. 101, BARRIO DE ATALPAS",93700,ALTOTONGA,VERACRUZ,09/02/2023,09/02/2026
70,5,20,ACTIVO,92,D-I-92,ACTIVA,1,XALAPA,,0,,VERACRUZ,08/02/2023,08/02/2026
71,1,34,ACTIVO,90,D-I-90,ACTIVA,1,TANTOYUCA,,92101,TANTOYUCA,VERACRUZ,08/02/2023,08/02/2026
72,1,35,ACTIVO,87,D-I-87,ACTIVA,1,IXCATEPEC,C. VICENTE GUERRERO SIN NUMERO. PRIMERA SECCIÓN.,92270,IXCATEPEC,VERACRUZ,15/02/2023,13/02/2026
73,8,40,ACTIVO,17,D-II-17,ACTIVA,2,ORIZABA,CALLE FRESNO #108 COL. PRADO,94740,CAMERINO Z. MENDOZA,VERACRUZ,09/02/2023,09/02/2026
74,8,39,ACTIVO,26,D-II-26,ACTIVA,2,ORIZABA,"NORTE2 #192, DEPARTAMENTO 4, OFICINA 2B, COLONIA: CENTRO",94300,ORIZABA,VERACRUZ,15/02/2023,16/02/2026
75,8,35,ACTIVO,3,D-I-03,ACTIVA,1,ACULTZINGO,SALVADOR GONZALO GARCÍA 1205. COL. SIDAR.,94745,CD. MENDOZA,VERACRUZ,10/02/2023,10/02/2026
76,9,39,ACTIVO,27,D-II-27,ACTIVA,2,TIERRA BLANCA,CALLE MORELOS ESQUINA AGRARISTA. COL. HOJA DEL MAÍZ.,95110,TIERRA BLANCA,VERACRUZ,15/02/2023,15/02/2026
77,8,19,ACTIVO,5,D-III-05,ACTIVA,3,ORIZABA,,0,,VERACRUZ,13/02/2023,13/02/2026
78,1,34,ACTIVO,91,D-I-91,ACTIVA,1,PANUCO,CALLE AYUNTAMIENTO COL. BURÓCRATA,93998,PÁNUCO,VERACRUZ,09/02/2023,09/02/2026
79,1,35,ACTIVO,44,D-I-44,ACTIVA,1,PLATON SANCHEZ,,93148,PLATON SÁNCHEZ,VERACRUZ,07/02/2023,07/02/2026
80,5,19,ACTIVO,16,D-III-16,ACTIVA,3,COATEPEC,JUAN SOTO #88,91270,COATEPEC,VERACRUZ,09/02/2023,09/02/2026
81,7,34,ACTIVO,64,D-I-64,ACTIVA,1,CORDOBA,AVENIDA 10 PRIVADA CALLES 20 Y 16,94510,CÓRDOBA,VERACRUZ,07/02/2023,07/02/2026
82,5,40,ACTIVO,38,D-II-38,ACTIVA,2,XALAPA,,0,XALAPA,VERACRUZ,07/02/2023,07/02/2026
83,5,32,ACTIVO,13,D-II-13,ACTIVA,2,XALAPA,AV.XALAPA S/N,91010,XALAPA,VERACRUZ,10/02/2023,10/02/2026
84,1,35,ACTIVO,51,D-I-51,ACTIVA,1,TANTOYUCA,REVOLUCIÓN ESQ. CON CARRETERA NACIONAL MEXICO-TUXPAN COL. REFORMA,92101,TANTOYUCA,VERACRUZ,08/02/2023,08/02/2026
85,5,15,ACTIVO,15,D-II-15,ACTIVA,2,XALAPA,BENITO JUÁREZ 57,91000,XALAPA,VERACRUZ,07/02/2023,07/02/2026
86,1,35,ACTIVO,52,D-I-52,ACTIVA,1,TEMPOAL,CLLE.URSULO GALVAN ESQ.AV.5 DE MAYO S/N COLONIA 20 DE NOVIEMBRE,92061,TEMPOAL,VERACRUZ,07/02/2023,07/02/2026
87,5,4,ACTIVO,8,D-III-08,ACTIVA,3,XALAPA,PASAJE REVOLUCIÓN ALTOS S/N,91000,XALAPA,VERACRUZ,10/02/2023,09/02/2026
88,5,42,ACTIVO,24,D-II-24,ACTIVA,2,XALAPA,"AV. JUSTINO SARMIENTO S/N, ENTRE AV. AMÉRICAS Y CALLE PICO DE ORIZABA. COLONIA LADERA DEL MACUILTEPETL",91133,XALAPA,VERACRUZ,09/02/2023,09/02/2026
89,6,35,ACTIVO,7,D-I-07,ACTIVA,1,BOCA DEL RIO,CALLE ELECTRICISTAS NO. 244,91918,VERACRUZ,VERACRUZ,07/02/2023,07/02/2026
90,1,35,ACTIVO,39,D-I-39,ACTIVA,1,PANUCO,COL. BUROCRATA CALLE AYUNTAMIENTO,93998,PÁNUCO,VERACRUZ,08/02/2023,08/02/2026
91,1,19,ACTIVO,17,D-III-17,ACTIVA,3,TANTOYUCA,CALLE NIÑOS HÉROES 413,92127,TANTOYUCA,VERACRUZ,07/02/2023,07/02/2026
92,9,6,ACTIVO,43,D-II-43,ACTIVA,2,ALVARADO,NEZAHUALCÓYOTL 8,95270,ALVARADO,VERACRUZ,07/02/2023,06/02/2026
93,9,35,ACTIVO,6,D-I-06,ACTIVA,1,ALVARADO,PARQUE 15 DE OCTUBRE COL CENTRO,95270,ALVARADO,VERACRUZ,07/02/2023,07/02/2026
94,5,7,ACTIVO,3,D-II-03,ACTIVA,2,XALAPA,AV. ADOLFO RUIZ CORTINES 2901 COL. UNIDAD MAGISTERIAL,91010,XALAPA,VERACRUZ,14/02/2023,14/02/2026
95,9,35,ACTIVO,56,D-I-56,ACTIVA,1,TIERRA BLANCA,CALLE MORELOS ESQUINA AGRARISTA. COL. HOJA DEL MAÍZ.,95110,TIERRA BLANCA,VERACRUZ,09/02/2023,09/02/2026
96,5,34,ACTIVO,81,D-I-81,ACTIVA,1,COATEPEC,JUAN SOTO # 88,91500,COATEPEC,VERACRUZ,13/02/2023,13/02/2026
97,5,30,ACTIVO,61,D-I-61,ACTIVA,1,XALAPA,"CALLE JOSE MARIA PINO SUÁREZ NO. 5, ZONA CENTRO.",91000,XALAPA,VERACRUZ,14/02/2023,14/02/2026
98,1,35,ACTIVO,72,D-I-72,ACTIVA,1,PUEBLO VIEJO,,0,,VERACRUZ,07/02/2023,07/02/2026
99,5,35,ACTIVO,53,D-I-53,ACTIVA,1,TEOCELO,MATAMOROS 4,91615,TEOCELO,VERACRUZ,10/02/2023,10/02/2026
100,5,2,ACTIVO,3,D-III-03,ACTIVA,3,XALAPA,SEBASTIAN CAMACHO NO. 59,91000,XALAPA,VERACRUZ,10/02/2023,10/02/2026
101,5,35,ACTIVO,11,D-I-11,ACTIVA,1,COATEPEC,JUAN SOTO #88 COL. CENTRO,91500,COATEPEC,VERACRUZ,08/02/2023,08/02/2026
102,5,35,ACTIVO,34,D-I-34,ACTIVA,1,NAOLINCO,MORELOS # 18 COL. CENTRO,91400,NAOLINCO,VERACRUZ,07/02/2023,07/04/2026
103,5,3,ACTIVO,24,D-III-24,ACTIVA,3,XALAPA,MURILLO VIDAL S/N,91000,XALAPA,VERACRUZ,08/02/2023,09/02/2026
104,5,35,ACTIVO,75,D-I-75,ACTIVA,1,CARRIZAL,,91630,VILLA EMIIANO ZAPATA (CARRIZAL),VERACRUZ,10/02/2023,10/02/2026
105,5,19,ACTIVO,23,D-III-23,ACTIVA,3,XALAPA,"JOSÉ MA. PINO SUÁREZ 4, COLONIA CENTRO",91000,XALAPA,VERACRUZ,08/02/2023,07/02/2026
106,5,35,ACTIVO,20,D-I-20,ACTIVA,1,EMILIANO ZAPATA,EDIFICIO XANATI S/N MARCO ANTONIO MUÑOZ,91060,XALAPA,VERACRUZ,10/02/2023,10/02/2026
107,5,14,ACTIVO,4,D-II-04,ACTIVA,2,XALAPA,,,,,08/02/2023,08/02/2026
108,5,29,JUBILADO,18,D-IV-18,ACTIVA,4,ALTOTONGA,PROLONGACION IGNACIO ALLENDE  NO 5,93700,ALTOTONGA,VERACRUZ,07/02/2023,07/02/2026
109,2,29,JUBILADO,9,D-IV-09,ACTIVA,4,TUXPAN,CUAUHTÉMOC # 56 COL. DEL VALLE,92875,TUXPAN,VERACRUZ,24/03/2023,24/03/2026
110,4,29,JUBILADO,28,D-IV-28,ACTIVA,4,MISANTLA,"C. DEL POCITO S/N ESQ. MANUEL RIVERA, COL. 20 DE NOVIEMBRE",93828,MISANTLA,VERACRUZ,22/03/2023,31/03/2023
